ID;age;sex;breed;date_found;adoptable_from;posted;color;coat;size;neutered;housebroken;likes_people;likes_children;get_along_males;get_along_females;get_along_cats;keep_in
2216;10.75;male;Golden Retriever Mix;2011-10-01;2011-10-01;2012-02-27;golden;medium;large;no;;yes;yes;no;;yes;garden
2217;8.17;male;Unknown Mix;2012-02-01;2012-02-01;2012-02-05;brown;short;medium;yes;;yes;yes;yes;yes;;both flat and garden
2218;8.92;female;Vizsla Mix;2011-12-01;2011-12-01;2012-01-18;yellow-brown;wirehaired;medium;;;;;;;;
2219;14.08;male;German Shepherd Dog;2011-03-01;2011-03-01;2012-01-19;sable;short;large;;;yes;yes;yes;yes;no;garden
2220;10.83;male;Unknown Mix;2012-01-03;2012-01-23;2012-01-23;apricot;short;small;no;;;;;;;
2221;12.92;female;Unknown Mix;2011-08-15;2011-08-15;2012-02-19;black;medium;large;yes;;yes;;;no;no;garden
2222;9.33;male;Unknown Mix;2012-01-25;2012-01-24;2012-01-25;golden;short;small;no;;yes;;;;;
2223;12.83;male;German Shepherd Dog, Scotch Collie Mix;2012-01-04;2012-01-23;2012-01-23;apricot;medium;large;no;;yes;;yes;yes;;
2224;8.42;female;Fox Terrier Mix;2012-01-19;2012-01-23;2012-01-23;tricolor;short;small;;;yes;yes;;;;
2225;9.33;male;Unknown Mix;2011-12-20;2011-12-20;2012-02-24;black;medium;small;;;;;;;;
2226;8.92;female;Unknown Mix;2011-12-01;2011-12-01;2012-01-18;black and white;short;medium;;;yes;yes;yes;yes;;
2227;10.83;male;Unknown Mix;2012-01-25;2012-01-25;2012-01-25;red;short;small;no;;;;;;;
2228;9.33;male;Labrador Retriever, Newfoundland Mix;2012-02-01;2012-02-01;2012-02-24;black;medium;medium;;;;;;;;
2229;9.92;female;Unknown Mix;2011-12-05;2011-12-05;2012-01-18;white;medium;medium;yes;;yes;yes;;;;
2230;9.33;male;Schnauzer Mix;2012-02-01;2012-02-01;2012-02-24;black;wirehaired;medium;;;;;;;;
2231;9.83;male;Spitz;2012-01-25;2012-01-25;2012-01-25;white;long;medium;;;;;;;;
2232;9.83;female;Unknown Mix;2011-12-29;2011-12-29;2012-02-04;black and white;short;medium;;;yes;;yes;yes;;
2233;9.83;male;Unknown Mix;2011-11-20;2011-11-20;2012-02-04;gray;medium;medium;;;yes;;;;;
2234;8.83;female;Chinese Shar-Pei Mix;2011-10-17;2012-01-23;2012-01-23;brown;short;medium;yes;;yes;;;;;garden
2235;13.83;female;Unknown Mix;2011-11-03;2011-11-03;2012-01-31;brown;short;small;;;;;;;;
2236;10.83;male;Jagd Terrier Mix;2011-03-20;2011-03-20;2012-01-23;black and tan;wirehaired;medium;no;;yes;yes;yes;yes;;garden
2237;12.92;male;Poodle, Pumi Mix;2011-12-05;2011-12-05;2012-01-18;white;short;small;;;yes;yes;yes;yes;;
2238;8.75;male;Labrador Retriever Mix;2011-12-05;2011-12-05;2012-01-18;yellow-brown;short;medium;;;;;;;;
2239;8.0;female;Unknown Mix;2012-01-01;2012-01-01;2012-01-18;black and tan;short;small;;;;;;;;
2240;10.92;female;German Shepherd Dog;2011-11-01;2011-11-01;2012-01-18;sable;short;large;;;yes;yes;;;;both flat and garden
2241;8.92;male;Unknown Mix;2011-12-05;2011-12-05;2012-01-18;saddle back;short;large;;;yes;yes;yes;yes;;garden
2242;8.92;male;German Shepherd Dog Mix;2011-12-05;2011-12-05;2012-01-18;sable;short;large;;;;;yes;yes;;
2243;8.92;female;Bearded Collie Mix;2011-12-05;2011-12-05;2012-01-18;black and white;medium;medium;;;;;;;;
2244;11.92;male;Labrador Retriever Mix;2011-12-05;2011-12-05;2012-01-18;black;short;medium;;;;;;;;
2245;14.92;female;German Shepherd Dog Mix;2011-12-05;2011-12-05;2012-01-18;sable;short;large;;;yes;yes;;;;
2246;9.08;male;Unknown Mix;2011-12-05;2011-12-05;2012-01-18;black;short;medium;;;yes;yes;;;;
2247;8.5;male;Beagle Mix;2011-12-05;2011-12-05;2012-01-18;tricolor;short;medium;;;yes;yes;;;;
2248;8.42;male;Unknown Mix;2011-12-05;2011-12-05;2012-01-18;black;short;medium;;;yes;yes;yes;yes;yes;both flat and garden
2249;8.33;female;Unknown Mix;2011-12-05;2011-12-05;2012-01-18;black and tan;short;medium;;;;;yes;yes;;
2250;8.42;female;Unknown Mix;2012-01-01;2012-01-01;2012-01-18;brown;short;medium;;;;;;;;
2251;8.92;female;Belgian Malinois, German Shepherd Dog Mix;2011-12-05;2011-12-05;2012-01-18;yellow-brown;short;medium;;;yes;yes;;;;
2252;8.92;male;Puli, Pumi Mix;2011-12-05;2011-12-05;2012-01-18;gray;medium;medium;;;;;;;;
2253;9.92;female;Labrador Retriever Mix;2011-12-05;2011-12-05;2012-01-18;golden;short;medium;;;;;;;;
2254;9.92;female;Pumi Mix;2011-12-05;2011-12-05;2012-01-18;gray;medium;medium;;;;;;;;
2255;11.92;male;Unknown Mix;2011-12-05;2011-12-05;2012-01-18;black;short;small;;;yes;yes;yes;yes;;
2256;8.92;female;Unknown Mix;2011-12-05;2011-12-05;2012-01-18;black and tan;short;medium;;;yes;yes;yes;;;
2257;8.67;male;Unknown Mix;2011-12-20;2011-12-20;2012-01-03;yellow-brown;short;medium;;;;;;;;
2258;10.92;female;Spaniel Mix;2010-12-01;2010-12-01;2011-12-29;black;long;medium;no;;yes;yes;yes;yes;yes;garden
2259;9.0;female;Doberman, Greyhound, Labrador Retriever Mix;2011-01-02;2011-01-02;2012-01-12;black;medium;large;yes;;yes;yes;yes;yes;;both flat and garden
2260;9.92;female;German Shepherd Dog, Labrador Retriever Mix;2011-12-20;2011-12-20;2012-01-03;yellow-brown;short;medium;;;;;;;;
2261;14.75;female;German Shepherd Dog, Mudi Mix;2005-08-12;2005-08-12;2012-01-08;black and brown;short;medium;yes;;yes;;yes;yes;;
2262;9.0;female;Parson Russell Terrier Mix;2011-01-01;2011-01-01;2012-01-12;tricolor;short;medium;yes;;yes;yes;yes;yes;;flat
2263;8.0;male;Dachshund Mix;2011-12-05;2011-12-05;2012-01-18;yellow-brown;short;small;;;;;;;;
2264;8.25;male;Unknown Mix;2011-10-04;2011-10-04;2012-01-08;black and tan;medium;medium;no;;yes;;yes;yes;;both flat and garden
2265;15.92;male;Hound Mix;2005-08-03;2005-08-03;2012-01-08;black;short;medium;yes;;yes;;;;;garden
2266;10.08;female;Unknown Mix;2010-12-30;2010-12-30;2012-01-12;tricolor;medium;medium;yes;;yes;yes;;;;both flat and garden
2267;8.5;female;Unknown Mix;2011-06-26;2011-06-26;2012-01-08;black;short;medium;yes;;yes;yes;yes;yes;;both flat and garden
2268;8.33;female;Unknown Mix;2011-12-05;2011-12-05;2012-01-18;black;short;medium;;;yes;yes;;;yes;
2269;15.92;male;German Shepherd Dog, Hound Mix;2005-05-23;2005-05-23;2012-01-08;sable;short;medium;;;yes;;yes;yes;;garden
2270;16.58;male;Dachshund Mix;2005-05-26;2005-05-26;2012-01-08;black;short;medium;yes;;;;yes;yes;;flat
2271;9.17;male;Bull Terrier Mix;2011-04-12;2011-04-12;2012-01-12;black;short;medium;yes;;yes;yes;yes;yes;;both flat and garden
2272;15.17;male;Fox Terrier Mix;2005-04-16;2005-04-16;2011-12-30;black;short;small;yes;;yes;yes;yes;yes;;garden
2273;8.42;female;German Shepherd Dog Mix;2011-08-27;2011-08-27;2012-01-07;black;medium;medium;yes;;yes;yes;yes;yes;yes;both flat and garden
2274;15.92;female;German Shepherd Dog, Hound Mix;2005-08-12;2005-08-12;2012-01-08;sable;short;medium;yes;;yes;;yes;yes;;both flat and garden
2275;15.67;female;Dachshund, German Shepherd Dog Mix;2011-08-16;2011-08-16;2011-12-30;black;short;small;yes;;yes;;yes;yes;;both flat and garden
2276;9.42;female;Mudi Mix;2010-08-15;2010-08-15;2012-01-12;black;medium;medium;yes;;yes;yes;yes;yes;;flat
2277;8.33;female;German Shepherd Dog Mix;2011-09-30;2011-09-30;2011-12-26;tricolor;short;medium;no;;yes;yes;yes;yes;;both flat and garden
2278;9.42;male;Belgian Sheepdog, Mudi Mix;2010-11-01;2010-11-01;2011-12-19;black;long;medium;no;;yes;;yes;yes;;both flat and garden
2279;8.83;female;Unknown Mix;2011-04-09;2011-04-09;2011-12-20;black;short;medium;yes;;yes;;yes;yes;;garden
2280;11.92;female;Miniature Schnauzer Mix;2011-03-01;2011-03-01;2011-12-26;gray;wirehaired;small;yes;;yes;;yes;yes;;both flat and garden
2281;13.0;male;Unknown Mix;2010-01-01;2010-01-01;2011-12-14;black;medium;large;no;no;yes;yes;no;yes;;garden
2282;9.42;male;Unknown Mix;2010-08-02;2010-08-02;2011-12-26;saddle back;short;medium;no;;yes;yes;no;yes;;both flat and garden
2283;13.92;female;Dachshund Mix;2009-01-01;2009-01-01;2011-12-19;black and white;short;medium;yes;;yes;;yes;yes;;both flat and garden
2284;9.17;male;Unknown Mix;2011-02-01;2011-02-01;2011-12-26;black;medium;medium;no;;yes;;yes;yes;;garden
2285;8.33;male;Unknown Mix;2011-09-30;2011-09-30;2011-12-26;black and white;short;medium;no;;yes;yes;yes;yes;yes;both flat and garden
2286;10.92;female;Fox Terrier, Pekingese Mix;2010-10-26;2010-10-26;2011-12-21;tricolor;short;medium;yes;;yes;;yes;yes;;both flat and garden
2287;13.92;male;Fox Terrier, Jagd Terrier Mix;2011-10-01;2011-10-01;2011-12-19;brown;wirehaired;medium;no;;yes;yes;no;yes;;garden
2288;10.58;male;Unknown Mix;2011-01-01;2011-01-01;2011-12-21;black and tan;short;medium;no;;yes;;no;yes;;both flat and garden
2289;10.92;male;Unknown Mix;2010-03-31;2010-03-31;2011-12-20;black and white;short;small;no;;yes;yes;no;yes;;both flat and garden
2290;11.67;male;Fox Terrier Mix;2008-11-03;2008-11-03;2011-12-21;black and white;wirehaired;medium;;;yes;yes;no;yes;;
2291;13.0;male;Pekingese Mix;2009-08-18;2009-08-18;2011-12-14;red and white;short;medium;yes;;yes;;;yes;;garden
2292;11.92;male;Labrador Retriever Mix;2011-12-01;2011-12-10;2011-12-16;white;short;medium;;yes;yes;yes;;yes;;flat
2293;10.92;male;Unknown Mix;2010-01-01;2010-01-01;2011-12-19;black;medium;medium;;;yes;yes;no;yes;;both flat and garden
2294;8.5;male;German Shepherd Dog Mix;2011-06-01;2011-06-01;2011-12-26;striped;short;medium;no;;yes;yes;no;yes;;both flat and garden
2295;9.92;female;Greyhound Mix;2011-01-01;2011-01-01;2011-12-20;black;short;medium;yes;;yes;;yes;yes;;both flat and garden
2296;10.92;female;Unknown Mix;2009-10-01;2009-10-01;2011-12-19;black and white;medium;medium;yes;;yes;;yes;yes;;garden
2297;9.67;female;German Shepherd Dog Mix;2010-12-01;2010-12-01;2011-12-14;black and brown;medium;medium;yes;;yes;yes;yes;yes;;garden
2298;10.17;female;Hound Mix;2009-12-14;2009-12-14;2011-12-14;sable;short;medium;yes;;yes;;yes;yes;;both flat and garden
2299;8.5;female;Unknown Mix;2011-12-10;2011-12-10;2011-12-12;brown and white;short;medium;;;;;;;;
2300;10.0;female;Greyhound Mix;2010-03-31;2010-03-31;2011-12-14;striped;short;medium;yes;;yes;;yes;yes;;both flat and garden
2301;10.0;male;Unknown Mix;2011-09-01;2011-09-01;2011-12-09;brown;short;large;no;;yes;yes;no;yes;;garden
2302;10.0;female;Unknown Mix;2011-09-01;2011-09-01;2011-12-09;black;wirehaired;medium;no;;yes;;yes;no;;garden
2303;13.0;male;Dachshund Mix;2011-08-01;2011-08-01;2011-12-09;black;short;small;no;;yes;;no;yes;;both flat and garden
2304;10.42;female;Hound Mix;2009-11-12;2009-11-12;2011-12-02;black and tan;short;large;yes;;yes;yes;yes;yes;;both flat and garden
2305;9.5;male;Labrador Retriever Mix;2010-10-26;2010-10-26;2011-12-14;black;medium;medium;no;;yes;;no;yes;;garden
2306;9.0;male;Unknown Mix;2011-05-01;2011-05-01;2011-12-14;black and white;medium;medium;no;yes;yes;yes;yes;yes;yes;garden
2307;10.0;male;Unknown Mix;2010-04-26;2010-04-26;2011-12-14;sable;short;medium;;;yes;;no;yes;;garden
2308;8.58;female;Unknown Mix;2011-11-02;2011-12-05;2011-11-18;yellow-brown;short;medium;;;yes;yes;yes;yes;;both flat and garden
2309;12.42;female;Cane Corso;2011-08-20;2011-08-20;2011-12-02;apricot;short;medium;;;yes;yes;yes;yes;;both flat and garden
2310;10.0;female;Greyhound Mix;2010-01-01;2010-01-01;2011-12-14;black and brown;short;medium;yes;;yes;;yes;yes;;both flat and garden
2311;10.0;female;Schnauzer Mix;2011-02-01;2011-02-01;2011-12-09;black;wirehaired;medium;yes;;yes;;yes;yes;;garden
2312;8.5;female;Unknown Mix;2011-12-03;2011-12-03;2011-12-04;black;medium;medium;yes;yes;yes;yes;yes;yes;yes;both flat and garden
2313;19.0;male;Unknown Mix;2011-12-03;2011-12-03;2011-12-03;red;short;medium;;;yes;yes;yes;yes;yes;garden
2314;9.0;female;Schnauzer Mix;2011-07-01;2011-07-01;2011-12-09;black;wirehaired;medium;yes;;yes;;yes;yes;;garden
2315;9.5;female;Dachshund Mix;2011-09-01;2011-09-01;2011-12-09;black;short;small;no;;yes;;yes;yes;;both flat and garden
2316;10.0;male;Schnauzer Mix;2011-07-01;2011-07-01;2011-12-09;black;wirehaired;large;no;;yes;;yes;yes;;garden
2317;14.17;male;Beagle Mix;2011-10-14;2011-11-30;2011-11-14;spotty;short;small;;yes;yes;yes;yes;yes;;both flat and garden
2318;13.92;male;Unknown Mix;2010-10-10;2010-10-10;2011-10-31;brown;wirehaired;medium;yes;;yes;yes;;yes;;both flat and garden
2319;12.92;female;Unknown Mix;2010-09-30;2010-09-30;2011-10-31;black;short;medium;yes;;;;yes;yes;;both flat and garden
2320;15.92;male;Unknown Mix;2010-09-14;2010-09-14;2011-10-31;sable;short;medium;yes;;yes;;yes;yes;;both flat and garden
2321;17.92;male;Kuvasz Mix;2011-11-01;2011-11-01;2011-11-04;white;medium;large;;;yes;;;;;both flat and garden
2322;13.17;female;Unknown Mix;2011-09-05;2011-09-05;2011-11-15;gray;medium;medium;yes;;yes;;yes;yes;;garden
2323;9.5;female;Chinese Shar-Pei Mix;2010-07-16;2010-07-16;2011-10-31;tricolor;short;medium;yes;;yes;;yes;yes;;both flat and garden
2324;11.08;male;Unknown Mix;2011-10-24;2011-10-24;2011-11-02;black and tan;short;medium;;;yes;;yes;yes;;
2325;11.92;male;Unknown Mix;2010-09-18;2010-09-18;2011-10-31;white;short;large;yes;;yes;;yes;yes;;both flat and garden
2326;9.08;male;Unknown Mix;2011-11-09;2011-12-05;2011-11-18;brown;short;medium;yes;yes;yes;yes;yes;yes;;both flat and garden
2327;10.92;male;Unknown Mix;2010-08-16;2010-08-16;2011-10-31;black and brown;short;large;no;;;;yes;yes;;garden
2328;13.08;female;Unknown Mix;2010-09-27;2010-09-27;2011-11-04;black and tan;short;medium;;;yes;yes;yes;yes;;both flat and garden
2329;9.83;female;Unknown Mix;2010-08-06;2010-08-06;2011-10-31;black and brown;short;large;yes;;yes;yes;yes;yes;;both flat and garden
2330;11.92;female;German Shepherd Dog Mix;2010-09-20;2010-09-20;2011-10-31;striped;short;large;yes;;yes;;yes;yes;;both flat and garden
2331;9.5;male;Unknown Mix;2010-07-19;2010-07-19;2011-10-31;black;short;large;yes;;yes;yes;yes;yes;;both flat and garden
2332;11.92;male;Unknown Mix;2010-07-21;2010-07-21;2011-10-31;white;wirehaired;large;yes;;yes;yes;;yes;;both flat and garden
2333;9.25;female;Unknown Mix;2011-08-30;2011-11-15;2011-11-01;sable;short;medium;;;yes;yes;yes;yes;;both flat and garden
2334;11.92;female;Labrador Retriever Mix;2010-08-16;2010-08-16;2011-10-31;yellow-brown;short;medium;yes;;yes;;yes;yes;;both flat and garden
2335;11.92;male;Unknown Mix;2010-08-16;2010-08-16;2011-10-31;black;wirehaired;large;yes;;yes;yes;yes;yes;;both flat and garden
2336;10.92;male;Unknown Mix;2010-08-21;2010-08-21;2011-10-31;black and tan;short;medium;yes;;yes;;yes;yes;;both flat and garden
2337;10.92;female;Unknown Mix;2010-07-22;2010-07-22;2011-10-31;black and brown;short;large;yes;;yes;;yes;yes;;both flat and garden
2338;9.92;female;Unknown Mix;2010-04-06;2010-04-06;2011-10-31;black and brown;short;large;yes;;yes;yes;yes;yes;yes;both flat and garden
2339;14.92;female;Unknown Mix;2010-06-01;2010-06-01;2011-10-31;striped;short;large;yes;;yes;yes;yes;no;;both flat and garden
2340;11.92;male;Rottweiler Mix;2010-06-18;2010-06-18;2011-10-31;black and tan;short;large;no;;yes;;no;no;no;both flat and garden
2341;11.92;male;German Shepherd Dog Mix;2010-04-18;2010-04-18;2011-10-31;sable;short;large;yes;;yes;yes;yes;yes;;both flat and garden
2342;11.92;female;Unknown Mix;2010-07-12;2010-07-12;2011-10-31;black and brown;short;large;yes;;yes;yes;yes;yes;;both flat and garden
2343;13.92;female;Unknown Mix;2010-04-28;2010-04-28;2011-10-31;brown;short;medium;yes;;yes;yes;;;;
2344;10.83;female;German Shepherd Dog Mix;2010-05-05;2010-05-05;2011-10-31;sable;short;medium;yes;;yes;yes;yes;yes;;both flat and garden
2345;12.5;male;Unknown Mix;2010-07-14;2010-07-14;2011-10-31;black and brown;short;large;yes;;yes;yes;yes;yes;;both flat and garden
2346;9.58;female;Unknown Mix;2010-07-26;2010-07-26;2011-10-31;saddle back;short;large;yes;;yes;yes;yes;yes;;both flat and garden
2347;11.92;female;Unknown Mix;2010-07-05;2010-07-05;2011-10-31;yellow-brown;short;medium;yes;;yes;;yes;;;both flat and garden
2348;9.5;male;Chinese Shar-Pei Mix;2010-07-16;2010-07-16;2011-10-31;yellow-brown;short;medium;yes;;yes;;yes;yes;yes;both flat and garden
2349;17.92;female;Unknown Mix;2010-06-01;2010-06-01;2011-10-31;saddle back;short;medium;yes;;yes;;yes;no;;both flat and garden
2350;11.92;male;Unknown Mix;2010-05-16;2010-05-16;2011-10-31;black;wirehaired;medium;yes;;yes;yes;yes;yes;;both flat and garden
2351;10.92;male;Unknown Mix;2010-06-18;2010-06-18;2011-10-31;brown and white;short;large;yes;;yes;yes;;yes;;both flat and garden
2352;14.92;male;Dachshund Mix;2010-03-26;2010-03-26;2011-10-31;saddle back;short;small;no;;;;;yes;;both flat and garden
2353;12.92;male;Unknown Mix;2010-05-13;2010-05-13;2011-10-31;dotted;short;large;no;;yes;yes;;yes;;both flat and garden
2354;10.0;female;Unknown Mix;2010-02-12;2010-02-12;2011-10-31;black and brown;short;large;yes;;yes;yes;yes;yes;;both flat and garden
2355;11.92;male;Unknown Mix;2010-04-24;2010-04-24;2011-10-31;black;short;medium;yes;;;;yes;yes;;
2356;15.92;male;Scotch Collie Mix;2010-05-07;2010-05-07;2011-10-31;black and brown;long;large;yes;;;no;no;yes;;garden
2357;11.42;male;Jagd Terrier, Puli Mix;2009-01-12;2009-01-12;2011-10-30;black and tan;long;medium;yes;;yes;yes;;;;both flat and garden
2358;10.92;male;Unknown Mix;2010-03-13;2010-03-13;2011-10-31;saddle back;short;medium;yes;;yes;yes;yes;yes;;both flat and garden
2359;10.83;female;Dachshund Mix;2009-08-12;2009-08-12;2011-10-30;apricot;short;small;no;;yes;yes;yes;yes;;flat
2360;10.67;female;Unknown Mix;2011-09-21;2011-11-10;2011-10-24;yellow-brown;short;medium;;yes;yes;yes;yes;yes;yes;both flat and garden
2361;8.75;female;Staffordshire Terrier Mix;2011-08-10;2011-08-10;2011-10-19;black;short;medium;yes;yes;yes;yes;yes;yes;;both flat and garden
2362;10.75;female;German Pointer, Vizsla Mix;2010-12-15;2010-12-15;2011-10-30;brown;short;medium;yes;;yes;yes;yes;yes;;flat
2363;10.5;male;Puli Mix;2011-09-18;2011-09-18;2011-10-30;black;long;medium;no;;yes;yes;;;;both flat and garden
2364;9.92;male;Terrier Mix;2011-10-20;2011-10-20;2011-10-30;black and tan;short;medium;;;yes;yes;;;;flat
2365;11.25;male;Vizsla Mix;2009-10-12;2009-10-12;2011-10-30;black and tan;wirehaired;large;yes;;yes;yes;;;;both flat and garden
2366;11.92;male;Unknown Mix;2010-03-19;2010-03-19;2011-10-31;brown;medium;medium;no;;yes;yes;;yes;;both flat and garden
2367;8.33;female;Unknown Mix;2011-08-25;2011-08-25;2011-10-22;black;short;medium;;;;;;;;
2368;16.92;male;German Shepherd Dog Mix;2010-03-12;2010-03-12;2011-10-31;sable;short;large;yes;;yes;yes;yes;yes;;both flat and garden
2369;13.08;female;Mudi, Puli Mix;2011-08-10;2011-08-10;2011-10-19;black;medium;medium;;;yes;yes;;;;garden
2370;11.92;female;Unknown Mix;2010-03-19;2010-03-19;2011-10-31;black;short;medium;yes;;yes;yes;yes;no;;both flat and garden
2371;17.08;male;Kuvasz Mix;2011-08-10;2011-08-10;2011-10-19;white;medium;large;;;yes;yes;yes;yes;;garden
2372;8.67;female;German Shepherd Dog Mix;2011-08-10;2011-08-10;2011-10-19;saddle back;medium;medium;;;yes;yes;yes;yes;yes;both flat and garden
2373;11.67;female;Unknown Mix;2008-11-01;2008-11-01;2011-10-30;black;short;medium;yes;;yes;yes;yes;yes;;flat
2374;17.08;female;Dachshund Mix;2011-08-10;2011-08-10;2011-10-19;brown;short;small;;;yes;yes;;;;both flat and garden
2375;12.92;female;Unknown Mix;2010-02-18;2010-02-18;2011-10-31;black;short;medium;yes;;yes;yes;yes;yes;;both flat and garden
2376;10.92;male;Transylvanian Hound Mix;2010-02-17;2010-02-17;2011-10-31;saddle back;short;large;yes;;yes;yes;yes;yes;;both flat and garden
2377;9.08;female;Schnauzer Mix;2011-09-01;2011-09-01;2011-10-18;black;wirehaired;medium;yes;;yes;yes;yes;yes;yes;both flat and garden
2378;10.08;female;Dalmatian Mix;2011-08-10;2011-08-10;2011-10-19;dotted;short;medium;;;yes;yes;yes;yes;yes;both flat and garden
2379;10.08;female;German Shepherd Dog Mix;2011-08-10;2011-08-10;2011-10-19;golden;medium;medium;;;;;;;;
2380;14.08;female;Pumi Mix;2011-08-10;2011-08-10;2011-10-19;gray;medium;medium;;;yes;;yes;yes;;garden
2381;13.08;female;German Shepherd Dog Mix;2011-09-01;2011-09-01;2011-10-18;sable;short;large;;;yes;yes;yes;yes;;garden
2382;13.08;female;German Shepherd Dog;2011-08-10;2011-08-10;2011-10-19;sable;short;large;;;yes;yes;;;;both flat and garden
2383;14.08;male;Golden Retriever Mix;2011-09-01;2011-09-01;2011-10-18;apricot;short;large;;;yes;yes;yes;yes;yes;garden
2384;13.08;female;German Shepherd Dog Mix;2011-08-10;2011-08-10;2011-10-19;yellow-brown;short;large;;;yes;;yes;yes;;both flat and garden
2385;9.58;male;Unknown Mix;2010-07-16;2010-07-16;2011-10-18;brown;short;medium;yes;;yes;yes;no;;;garden
2386;9.08;male;Labrador Retriever Mix;2011-09-01;2011-09-01;2011-10-18;black;short;medium;yes;;yes;yes;yes;yes;;both flat and garden
2387;9.08;female;German Shepherd Dog;2011-08-10;2011-08-10;2011-10-19;sable;short;medium;;;yes;yes;;;;garden
2388;17.08;female;German Shepherd Dog, Siberian Husky Mix;2011-09-01;2011-09-01;2011-10-18;sable;medium;large;;;yes;yes;yes;yes;;both flat and garden
2389;9.17;female;Belgian Sheepdog, German Shepherd Dog Mix;2011-08-10;2011-08-10;2011-10-19;yellow-brown;short;medium;;;yes;yes;yes;yes;;garden
2390;14.92;female;Irish Wolfhound Mix;2011-08-10;2011-08-10;2011-10-19;wild boar;wirehaired;large;;;yes;;;;;
2391;10.0;male;Standard Schnauzer Mix;2011-09-01;2011-09-01;2011-10-18;black;wirehaired;medium;yes;;yes;;no;;no;
2392;15.08;female;Unknown Mix;2011-09-01;2011-09-01;2011-10-18;brown;short;large;;;yes;yes;;;;garden
2393;9.75;female;Unknown Mix;2011-10-11;2011-10-25;2011-10-18;black and tan;short;small;yes;yes;yes;yes;yes;yes;;both flat and garden
2394;11.08;female;Unknown Mix;2011-09-01;2011-09-01;2011-10-18;yellow-brown;short;medium;yes;;yes;yes;yes;no;;both flat and garden
2395;14.08;female;Vizsla Mix;2011-09-01;2011-09-01;2011-10-18;yellow-brown;short;medium;yes;;yes;yes;yes;yes;yes;both flat and garden
2396;13.08;male;Dachshund Mix;2011-09-01;2011-09-01;2011-10-18;brown;short;small;;;yes;;no;;;
2397;10.58;female;Labrador Retriever, Vizsla Mix;2010-11-05;2010-11-05;2011-09-02;golden;short;medium;yes;;yes;yes;yes;yes;;flat
2398;10.0;male;Labrador Retriever Mix;2011-09-01;2011-09-01;2011-10-18;black;medium;medium;;;yes;;;;;both flat and garden
2399;9.58;female;Unknown Mix;2011-07-01;2011-07-01;2011-10-15;black and brown;medium;medium;no;;yes;;yes;yes;;
2400;9.25;male;Dachshund, Mudi, Papillon Mix;2011-08-02;2011-08-02;2011-09-06;red and white;short;small;;;yes;yes;;yes;;both flat and garden
2401;14.75;female;Schnauzer Mix;2009-11-08;2009-11-08;2011-10-14;black;short;medium;yes;;yes;yes;yes;yes;;both flat and garden
2402;11.67;male;Unknown Mix;2011-10-11;2011-10-30;2011-10-17;spotty;wirehaired;medium;;yes;yes;yes;;yes;;both flat and garden
2403;13.17;female;Unknown Mix;2011-07-01;2011-07-01;2011-10-14;tricolor;medium;medium;yes;;yes;yes;yes;yes;no;
2404;8.92;female;German Shepherd Dog Mix;2011-08-12;2011-09-30;2011-09-13;saddle back;medium;medium;;yes;yes;yes;yes;yes;;both flat and garden
2405;10.08;male;Unknown Mix;2011-05-17;2011-05-17;2011-10-16;black and tan;short;medium;no;;yes;;no;no;;
2406;9.08;male;Puli, Scotch Collie Mix;2011-09-01;2011-09-01;2011-10-18;apricot;short;medium;yes;yes;yes;;;;;both flat and garden
2407;9.42;female;Terrier Mix;2011-08-17;2011-08-17;2011-09-23;wild boar;medium;medium;yes;;yes;yes;;;;
2408;9.42;male;Unknown Mix;2011-02-05;2011-02-05;2011-09-02;brown;short;medium;no;;yes;yes;yes;yes;;both flat and garden
2409;15.25;male;Unknown Mix;2011-09-07;2011-09-30;2011-09-13;brown;short;medium;;yes;yes;yes;yes;yes;;both flat and garden
2410;12.08;male;Siberian Husky Mix;2011-09-01;2011-09-01;2011-10-18;gray and white;short;large;;;yes;;;;;
2411;13.08;male;Dachshund Mix;2011-08-22;2011-08-22;2011-10-16;brown;short;small;yes;;yes;;no;yes;;
2412;9.25;female;Unknown Mix;2011-09-19;2011-09-19;2011-10-18;black;short;medium;;;;;yes;yes;;
2413;10.0;male;Labrador Retriever Mix;2011-09-01;2011-09-01;2011-10-18;apricot;short;large;;;yes;;;;no;both flat and garden
2414;9.25;female;Dachshund Mix;2011-08-22;2011-08-22;2011-09-05;black and tan;short;small;;yes;yes;yes;yes;yes;;both flat and garden
2415;8.58;female;Hound Mix;2011-08-17;2011-08-17;2011-10-04;black and tan;short;medium;;;yes;yes;yes;yes;;
2416;9.42;female;Vizsla, Whippet Mix;2010-07-10;2010-07-10;2011-09-02;tricolor;short;medium;yes;;yes;yes;yes;yes;;both flat and garden
2417;8.42;female;Unknown Mix;2011-07-26;2011-09-05;2011-08-20;tricolor;short;medium;;yes;yes;yes;yes;yes;;both flat and garden
2418;14.92;female;German Shepherd Dog;2011-08-15;2011-08-15;2011-08-15;saddle back;short;large;yes;;yes;yes;yes;no;;garden
2419;8.58;male;Greyhound Mix;2011-07-01;2011-07-01;2011-07-12;black and brown;short;small;;;;;;;;
2420;8.67;female;Unknown Mix;2011-06-02;2011-06-02;2011-07-07;black and tan;short;small;no;no;yes;;yes;yes;;flat
2421;10.92;female;Unknown Mix;2011-07-11;2011-07-11;2011-07-12;black;long;large;yes;;yes;yes;yes;yes;;garden
